Cell,Drug,ic50
ACH-000475,24978538,3.660702
ACH-000475,5311,1.985135
ACH-000475,644241,4.318839
ACH-000475,44182295,3.477416
ACH-000475,6918289,2.011563
ACH-000475,23725625,5.532116
ACH-000475,11960529,5.619081
ACH-000475,5328940,2.870686
ACH-000475,216326,5.900764
ACH-000475,6450551,2.489635
ACH-000475,11152667,1.139979
ACH-000475,9943465,4.419161
ACH-000969,126565,-3.262492
ACH-000969,176158,6.147652
ACH-000969,6505803,-1.563682
ACH-000969,5311497,-5.058474
ACH-000969,11667893,5.613863
ACH-000969,5278396,4.900034
ACH-000969,10184653,1.29259
ACH-000969,24776445,4.575754
ACH-000969,24180719,5.450307
ACH-000969,11327430,2.996226
ACH-000969,16720766,-0.693808
ACH-000969,11488320,5.774684
ACH-000969,156422,3.588412
ACH-000969,11624601,5.345867
ACH-000969,51042438,5.328653
ACH-000969,24737642,5.708155
ACH-000969,10384072,1.032042
ACH-000969,11433190,6.259171
ACH-000969,208908,2.729794
ACH-000969,1401,5.255658
ACH-000969,9914412,2.330886
ACH-000969,24771867,0.883592
ACH-000969,56649450,5.546709
ACH-000969,46930998,2.672373
ACH-000969,5330286,0.566926
ACH-000969,51001932,2.22826
ACH-000969,57345410,5.584876
ACH-000969,11977753,-2.392994
ACH-000969,17755052,1.640632
ACH-000969,25262965,-1.638927
ACH-000969,9826528,-1.487983
ACH-000969,24866313,0.20828
ACH-000969,10127622,0.814425
ACH-000969,9927531,4.486767
ACH-000969,2155128,2.06675
ACH-000969,3899,4.483873
ACH-000969,2314623,5.442869
ACH-000969,11404337,0.530986
ACH-000969,9938202,3.935878
ACH-000969,25227847,2.31716
ACH-000969,46883536,5.215292
ACH-000969,3385,2.714481
ACH-000969,68947304,5.357161
ACH-000969,11634725,0.836213
ACH-000969,16224745,3.927867
ACH-000969,3062316,4.622603
ACH-000969,36314,-4.192134
ACH-000969,4261,2.119326
ACH-000969,11626560,-0.721538
ACH-000969,118704762,4.711679
ACH-000969,216239,1.883061
ACH-000969,11364421,-2.09081
ACH-000969,46926973,4.451426
ACH-000969,60838,3.491217
ACH-000969,5310940,3.647496
ACH-000969,117072552,4.943071
ACH-000969,51000408,3.967535
ACH-000969,25124816,5.249761
ACH-000969,59472121,1.418885
ACH-000969,72200024,2.707289
ACH-000969,42623951,5.614153
ACH-000969,49847690,1.98236
ACH-000969,53469448,0.900691
ACH-000969,78243717,5.587071
ACH-000969,24753719,4.321075
ACH-000969,57519544,4.747595
ACH-000969,46943432,1.919082
ACH-000969,9936746,1.568281
ACH-000969,71268957,2.618017
ACH-000969,60167849,4.765251
ACH-000969,59473233,0.920019
ACH-000969,44462758,1.028952
ACH-000969,44631912,3.14209
ACH-000969,71299339,3.777147
ACH-000969,1018,5.693758
ACH-000969,52918385,6.542455
ACH-000969,11609586,4.103508
ACH-000969,42642645,-2.337674
ACH-000969,46907787,2.065804
ACH-000969,71271629,3.368088
ACH-000969,56962337,1.943651
ACH-000969,176870,2.406261
ACH-000969,9931953,3.666331
ACH-000969,24958200,5.369195
ACH-000969,24856436,-0.799504
ACH-000969,46926350,-3.621221
ACH-000969,60750,-0.964625
ACH-000969,387447,-5.620285
ACH-000969,9858940,2.899302
ACH-000969,2733526,2.815214
ACH-000969,104741,3.663964
ACH-000969,56962336,5.289332
ACH-000969,44632017,0.912433
ACH-000969,9813758,5.31691
ACH-000969,25099184,5.743758
ACH-000969,51039095,-1.59385
ACH-000969,24821094,4.698902
ACH-000969,70983932,5.748572
ACH-000969,46236925,-1.714451
ACH-000969,11655119,2.804315
ACH-000969,35397514,5.489909
ACH-000969,2802462,4.853062
ACH-000969,73555129,2.259665
ACH-000969,462382,-1.731954
ACH-000969,11707110,-2.623753
ACH-000969,44462760,3.023985
ACH-000969,5394,6.757289
ACH-000969,5460769,2.943051
ACH-000969,49846579,1.665358
ACH-000969,11228183,1.450833
ACH-000969,46843057,-0.429049
ACH-000969,56645356,3.94181
ACH-000969,78209992,2.412948
ACH-000969,54761306,1.520831
ACH-000969,52913813,5.480844
ACH-000969,71496458,2.580619
ACH-000969,9933475,2.34631
ACH-000969,24788740,1.444912
ACH-000969,56941241,5.174005
ACH-000969,70676303,0.357007
ACH-000969,68107965,5.59648
ACH-000969,91668541,4.881539
ACH-000969,10385095,0.418217
ACH-000969,227681,5.776114
ACH-000969,9825149,2.248619
ACH-000969,46931953,3.298299
ACH-000969,68289010,1.212036
ACH-000969,992586,3.036716
ACH-000969,2984337,3.477512
ACH-000969,11178236,-3.249777
ACH-000969,71297207,5.311909
ACH-000969,104842,-2.883226
ACH-000969,25126798,5.141954
ACH-000969,11640390,4.623886
ACH-000969,41867,-2.462893
ACH-000969,2907,5.264887
ACH-000969,24360,-2.014425
ACH-000969,6710780,-5.658832
ACH-000969,84691,3.37156
ACH-000969,6253,0.619816
ACH-000969,148124,-5.153757
ACH-000969,126941,-2.811293
ACH-000969,123631,3.073887
ACH-000969,24978538,2.360851
ACH-000969,5311,1.400323
ACH-000969,644241,3.193355
ACH-000969,44182295,-0.208726
ACH-000969,6918289,0.945294
ACH-000969,23725625,4.521025
ACH-000969,11960529,5.730141
ACH-000969,5328940,0.483479
ACH-000969,216326,5.585202
ACH-000969,6450551,1.970563
ACH-000969,11152667,-2.256264
ACH-000969,9943465,0.070657
ACH-000983,126565,-1.239119
ACH-000983,176158,4.831101
ACH-000983,6505803,-1.573333
ACH-000983,5311497,-5.175426
ACH-000983,11667893,4.102341
ACH-000983,5278396,3.523912
ACH-000983,10184653,1.279034
ACH-000983,24776445,4.688498
ACH-000983,24180719,3.886798
ACH-000983,11327430,0.92864
ACH-000983,16720766,-1.217789
ACH-000983,11488320,4.369237
ACH-000983,156422,4.83669
ACH-000983,11624601,4.764283
ACH-000983,51042438,2.469986
ACH-000983,24737642,4.729204
ACH-000983,10384072,1.498007
ACH-000983,11433190,3.778804
ACH-000983,208908,3.602837
ACH-000983,1401,3.792321
ACH-000983,9914412,0.91492
ACH-000983,24771867,2.205293
ACH-000983,56649450,3.170876
ACH-000983,46930998,1.926423
ACH-000983,5330286,1.528927
ACH-000983,51001932,2.689904
ACH-000983,57345410,4.430789
ACH-000983,11977753,-3.202196
ACH-000983,17755052,1.109311
ACH-000983,25262965,-1.501546
ACH-000983,9826528,-0.636047
ACH-000983,24866313,1.208381
ACH-000983,10127622,2.366657
ACH-000983,9927531,4.158278
ACH-000983,2155128,1.409066
ACH-000983,3899,3.483862
ACH-000983,2314623,4.564493
ACH-000983,11404337,-0.54083
ACH-000983,9938202,2.792966
ACH-000983,25227847,3.41308
ACH-000983,46883536,3.534498
ACH-000983,3385,3.1401
ACH-000983,68947304,3.724233
ACH-000983,11634725,1.898324
ACH-000983,16224745,1.27806
ACH-000983,3062316,-7.02181
ACH-000983,36314,-4.174946
ACH-000983,4261,0.912925
ACH-000983,11626560,0.348171
ACH-000983,118704762,4.371463
ACH-000983,216239,1.892001
ACH-000983,11364421,-3.219616
ACH-000983,46926973,3.104427
ACH-000983,60838,2.202622
ACH-000983,5310940,2.476413
ACH-000983,117072552,3.598234
ACH-000983,51000408,1.242475
ACH-000983,25124816,3.064595
ACH-000983,59472121,1.562326
ACH-000983,72200024,3.729698
ACH-000983,42623951,4.728047
ACH-000983,49847690,-4.419683
ACH-000983,53469448,1.963445
ACH-000983,78243717,4.676117
ACH-000983,24753719,2.995565
ACH-000983,57519544,4.175039
ACH-000983,46943432,1.986649
ACH-000983,9936746,0.938635
ACH-000983,71268957,2.155173
ACH-000983,60167849,3.628648
ACH-000983,59473233,2.303468
ACH-000983,44462758,2.315224
ACH-000983,44631912,2.301693
ACH-000983,71299339,2.252509
ACH-000983,1018,3.386447
ACH-000983,52918385,2.286241
ACH-000983,11609586,1.679513
ACH-000983,42642645,-0.584888
ACH-000983,46907787,-0.595371
ACH-000983,71271629,4.179234
ACH-000983,56962337,2.140483
ACH-000983,176870,2.149432
ACH-000983,9931953,2.460546
ACH-000983,24958200,2.653533
ACH-000983,24856436,-0.56528
ACH-000983,46926350,-3.80865
ACH-000983,60750,-3.442252
ACH-000983,387447,-5.610416
ACH-000983,2733526,3.304807
ACH-000983,104741,2.371827
ACH-000983,56962336,4.452817
ACH-000983,44632017,0.607486
ACH-000983,9813758,1.367206
ACH-000983,25099184,0.357455
ACH-000983,51039095,0.327386
ACH-000983,24821094,2.872119
ACH-000983,70983932,4.167369
ACH-000983,46236925,0.261672
ACH-000983,11655119,4.713591
ACH-000983,35397514,3.609685
ACH-000983,2802462,4.725804
ACH-000983,73555129,1.810427
ACH-000983,462382,-1.937504
ACH-000983,11707110,-1.121268
ACH-000983,44462760,2.784181
ACH-000983,5394,5.531208
ACH-000983,5460769,1.891745
ACH-000983,49846579,2.16913
ACH-000983,11228183,0.572373
ACH-000983,46843057,2.544687
ACH-000983,56645356,3.798148
ACH-000983,78209992,2.374022
ACH-000983,54761306,0.051957
ACH-000983,52913813,4.085094
ACH-000983,71496458,2.093837
ACH-000983,9933475,1.857121
ACH-000983,24788740,3.504732
ACH-000983,56941241,4.834291
ACH-000983,70676303,0.884889
ACH-000983,68107965,4.83669
ACH-000983,91668541,3.556975
ACH-000983,10385095,-0.213439
ACH-000983,227681,4.899216
ACH-000983,9825149,2.334325
ACH-000983,46931953,3.504684
ACH-000983,68289010,0.989437
ACH-000983,992586,2.902583
ACH-000983,2984337,2.817658
ACH-000983,11178236,-3.466025
ACH-000983,71297207,3.414658
ACH-000983,104842,-4.327504
ACH-000983,25126798,3.154465
ACH-000983,11640390,3.096779
ACH-000983,41867,-1.858357
ACH-000983,2907,4.284323
ACH-000983,24360,-3.023604
ACH-000983,6710780,-6.098558
ACH-000983,84691,1.358745
ACH-000983,6253,-2.036061
ACH-000983,148124,-5.816595
ACH-000983,126941,-3.375566
ACH-000983,123631,3.201199
ACH-000983,24978538,0.703888
ACH-000983,5311,0.754873
ACH-000983,644241,-3.914426
ACH-000983,44182295,0.234944
ACH-000983,6918289,-0.603044
ACH-000983,23725625,3.264486
ACH-000983,11960529,4.607863
ACH-000983,5328940,-2.823068
ACH-000983,216326,3.703641
ACH-000983,6450551,-0.641167
ACH-000983,11152667,-1.521045
ACH-000983,9943465,2.883572
ACH-000372,176158,4.528562
ACH-000372,5311497,-5.698383
ACH-000372,5278396,3.963473
ACH-000372,10184653,0.301385
ACH-000372,24180719,3.17775
ACH-000372,16720766,-1.757148
ACH-000372,11488320,3.223631
ACH-000372,156422,4.528789
ACH-000372,11624601,4.541056
ACH-000372,51042438,1.138538
ACH-000372,24737642,4.00944
ACH-000372,10384072,-0.033649
ACH-000372,11433190,3.264133
ACH-000372,208908,1.801852
ACH-000372,1401,2.17641
ACH-000372,24771867,-3.239084
ACH-000372,56649450,2.305329
ACH-000372,46930998,0.381873
ACH-000372,5330286,-0.172035
ACH-000372,51001932,1.30097
ACH-000372,57345410,4.451165
ACH-000372,11977753,-2.833425
ACH-000372,17755052,1.057084
ACH-000372,25262965,0.402523
ACH-000372,9826528,0.649352
ACH-000372,24866313,1.842346
ACH-000372,9927531,4.540893
ACH-000372,2155128,2.133026
ACH-000372,3899,3.324495
ACH-000372,11404337,-1.454771
ACH-000372,25227847,1.877156
ACH-000372,3385,3.756262
ACH-000372,68947304,3.173845
ACH-000372,11634725,2.377099
ACH-000372,16224745,0.451384
ACH-000372,3062316,1.785647
ACH-000372,36314,-4.951134
ACH-000372,4261,-0.503319
ACH-000372,11626560,0.540399
ACH-000372,118704762,3.704913
ACH-000372,216239,0.883999
ACH-000372,46926973,2.797404
ACH-000372,60838,-0.687895
ACH-000372,5310940,1.181192
ACH-000372,117072552,3.310083
ACH-000372,51000408,2.058839
ACH-000372,25124816,2.249372
ACH-000372,59472121,-0.082735
ACH-000372,72200024,2.463368
ACH-000372,42623951,2.538445
ACH-000372,49847690,0.686664
ACH-000372,53469448,1.668757
ACH-000372,78243717,3.653954
ACH-000372,24753719,1.424697
ACH-000372,57519544,3.743562
ACH-000372,46943432,0.603679
ACH-000372,9936746,-0.804282
ACH-000372,71268957,0.997715
ACH-000372,60167849,3.28311
ACH-000372,59473233,2.37985
ACH-000372,44462758,1.780153
ACH-000372,44631912,1.455445
ACH-000372,71299339,2.76997
ACH-000372,1018,4.110335
ACH-000372,52918385,1.630277
ACH-000372,42642645,-0.857819
ACH-000372,71271629,3.888488
ACH-000372,56962337,1.436897
ACH-000372,176870,1.998446
ACH-000372,24958200,1.713584
ACH-000372,24856436,-1.061082
ACH-000372,46926350,-3.661481
ACH-000372,60750,-4.690472
ACH-000372,387447,-6.247577
ACH-000372,2733526,1.891999
ACH-000372,104741,2.495424
ACH-000372,56962336,4.240103
ACH-000372,44632017,0.665007
ACH-000372,9813758,2.118697
ACH-000372,25099184,-0.235976
ACH-000372,51039095,1.339759
ACH-000372,24821094,3.400099
ACH-000372,46236925,-2.262253
ACH-000372,11655119,4.541056
ACH-000372,35397514,3.588078
ACH-000372,2802462,4.540302
ACH-000372,73555129,2.651892
ACH-000372,462382,-2.421503
ACH-000372,11707110,0.501925
ACH-000372,44462760,3.132823
ACH-000372,5394,4.28246
ACH-000372,49846579,0.243194
ACH-000372,11228183,-1.673246
ACH-000372,46843057,0.742976
ACH-000372,56645356,3.248925
ACH-000372,78209992,2.719386
ACH-000372,54761306,-0.480567
ACH-000372,52913813,2.858795
ACH-000372,71496458,0.341511
ACH-000372,9933475,1.153933
ACH-000372,24788740,1.189889
ACH-000372,56941241,3.86881
ACH-000372,70676303,0.026354
ACH-000372,68107965,4.076122
ACH-000372,91668541,3.422874
ACH-000372,10385095,-1.060582
ACH-000372,227681,0.796407
ACH-000372,9825149,1.318968
ACH-000372,46931953,1.085995
ACH-000372,68289010,1.167916
ACH-000372,992586,1.675263
ACH-000372,2984337,1.850359
ACH-000372,11178236,-2.900862
ACH-000372,71297207,-2.868196
ACH-000372,104842,-6.408207
ACH-000372,25126798,3.997794
ACH-000372,11640390,3.130562
ACH-000372,41867,-3.783644
ACH-000372,2907,4.896541
ACH-000372,24360,-4.972176
ACH-000372,6710780,-6.172352
ACH-000372,84691,0.36525
ACH-000372,6253,-4.279194
ACH-000372,148124,-6.023764
ACH-000372,123631,3.140616
ACH-000372,24978538,-1.788585
ACH-000372,5311,-0.761638
ACH-000372,644241,1.485563
ACH-000372,23725625,2.747644
ACH-000372,6450551,0.677514
ACH-000372,11152667,-1.521389
ACH-000372,9943465,1.492346
ACH-000226,126565,-2.390607
ACH-000226,176158,3.672573
ACH-000226,6505803,-1.602252
ACH-000226,5311497,-6.387451
ACH-000226,11667893,2.785115
ACH-000226,5278396,2.67283
ACH-000226,10184653,1.13578
ACH-000226,24776445,3.924917
ACH-000226,24180719,3.30751
ACH-000226,11327430,1.527155
ACH-000226,16720766,-2.004388
ACH-000226,11488320,2.889821
ACH-000226,156422,3.924511
ACH-000226,11624601,3.924917
ACH-000226,51042438,2.722849
ACH-000226,24737642,2.336695
ACH-000226,10384072,-0.199772
ACH-000226,11433190,0.391775
ACH-000226,208908,1.911744
ACH-000226,1401,1.830266
ACH-000226,9914412,-0.423756
ACH-000226,24771867,-3.349581
ACH-000226,56649450,3.47354
ACH-000226,46930998,1.765069
ACH-000226,5330286,1.529921
ACH-000226,51001932,2.226232
ACH-000226,57345410,4.053999
ACH-000226,11977753,-3.458592
ACH-000226,17755052,1.140421
ACH-000226,25262965,-2.00618
ACH-000226,9826528,1.845792
ACH-000226,24866313,2.6669
ACH-000226,10127622,3.924917
ACH-000226,9927531,2.455159
ACH-000226,2155128,1.002295
ACH-000226,3899,3.215446
ACH-000226,2314623,3.9116
ACH-000226,11404337,-1.042459
ACH-000226,9938202,2.052983
ACH-000226,25227847,2.699214
ACH-000226,46883536,2.452524
ACH-000226,3385,-0.189862
ACH-000226,68947304,3.922762
ACH-000226,11634725,2.067384
ACH-000226,16224745,0.134997
ACH-000226,3062316,1.847207
ACH-000226,36314,-5.251059
ACH-000226,4261,0.515867
ACH-000226,11626560,-1.697336
ACH-000226,118704762,3.830257
ACH-000226,216239,0.960436
ACH-000226,11364421,-3.853243
ACH-000226,46926973,2.335449
ACH-000226,60838,-0.275283
ACH-000226,5310940,1.176185
ACH-000226,117072552,2.782982
ACH-000226,51000408,1.322861
ACH-000226,25124816,2.450093
ACH-000226,59472121,-1.027038
ACH-000226,72200024,1.868213
ACH-000226,42623951,3.049554
ACH-000226,53469448,2.350279
ACH-000226,78243717,3.724004
ACH-000226,24753719,3.008672
ACH-000226,57519544,2.147386
ACH-000226,46943432,2.592704
ACH-000226,9936746,0.738433
ACH-000226,71268957,1.550546
ACH-000226,60167849,2.978453
ACH-000226,59473233,3.574716
ACH-000226,44462758,1.489408
ACH-000226,44631912,0.776977
ACH-000226,71299339,1.755297
ACH-000226,1018,3.892461
ACH-000226,52918385,4.844388
ACH-000226,11609586,2.462928
ACH-000226,42642645,-0.746936
ACH-000226,46907787,-0.850572
ACH-000226,71271629,3.099096
ACH-000226,56962337,0.564804
ACH-000226,176870,0.64016
ACH-000226,9931953,1.950558
ACH-000226,24958200,1.126908
ACH-000226,24856436,-1.4773
ACH-000226,46926350,-3.998776
ACH-000226,60750,-4.58892
ACH-000226,387447,-5.767948
ACH-000226,2733526,2.048267
ACH-000226,104741,0.824918
ACH-000226,56962336,3.230407
ACH-000226,44632017,-0.676762
ACH-000226,9813758,1.791862
ACH-000226,25099184,-1.431942
ACH-000226,51039095,0.620462
ACH-000226,24821094,3.747625
ACH-000226,70983932,3.250987
ACH-000226,46236925,-3.099766
ACH-000226,11655119,3.924917
ACH-000226,35397514,1.253162
ACH-000226,2802462,3.923247
ACH-000226,73555129,2.908795
ACH-000226,462382,-1.824594
ACH-000226,11707110,0.212505
ACH-000226,44462760,2.8445
ACH-000226,5394,2.356599
ACH-000226,5460769,0.530797
ACH-000226,49846579,0.398243
ACH-000226,11228183,1.253337
ACH-000226,46843057,2.22776
ACH-000226,56645356,3.132588
ACH-000226,78209992,1.754208
ACH-000226,54761306,-0.720591
ACH-000226,52913813,2.943241
ACH-000226,71496458,1.335547
ACH-000226,9933475,1.767123
ACH-000226,24788740,3.889289
ACH-000226,56941241,2.77017
ACH-000226,70676303,-0.322137
ACH-000226,68107965,3.500092
ACH-000226,91668541,3.52574
ACH-000226,10385095,-1.665216
ACH-000226,227681,4.107297
ACH-000226,9825149,1.808744
ACH-000226,46931953,3.924917
ACH-000226,68289010,0.608013
ACH-000226,992586,1.814018
ACH-000226,2984337,2.979388
ACH-000226,11178236,-5.321826
ACH-000226,71297207,1.646295
ACH-000226,25126798,3.362959
ACH-000226,11640390,3.206486
ACH-000226,41867,-4.161165
ACH-000226,2907,3.240868
ACH-000226,24360,-5.387526
ACH-000226,6710780,-7.296693
ACH-000226,84691,0.211484
ACH-000226,6253,-1.103148
ACH-000226,148124,-6.836167
ACH-000226,126941,-3.946999
ACH-000226,123631,2.291424
ACH-000226,24978538,0.514758
ACH-000226,5311,0.847763
ACH-000226,644241,2.036648
ACH-000226,44182295,3.530954
ACH-000226,6918289,0.008172
ACH-000226,23725625,0.701913
ACH-000226,11960529,3.482782
ACH-000226,5328940,1.664127
ACH-000226,216326,3.587884
ACH-000226,6450551,-0.287479
ACH-000226,11152667,-1.787244
ACH-000226,9943465,2.226204
ACH-000457,126565,-1.656675
ACH-000457,176158,4.753085
ACH-000457,6505803,0.120779
ACH-000457,5311497,-1.717479
ACH-000457,11667893,6.149004
ACH-000457,5278396,4.297996
ACH-000457,10184653,-0.995686
ACH-000457,24776445,4.385748
ACH-000457,24180719,2.426832
ACH-000457,11327430,1.396239
ACH-000457,16720766,-0.515381
ACH-000457,11488320,0.885548
ACH-000457,156422,5.136864
ACH-000457,11624601,5.863354
ACH-000457,51042438,1.041234
ACH-000457,24737642,6.027495
ACH-000457,10384072,1.153503
ACH-000457,11433190,1.003625
ACH-000457,208908,1.093876
ACH-000457,1401,3.032235
ACH-000457,9914412,2.930688
ACH-000457,24771867,1.847929
ACH-000457,56649450,3.353327
ACH-000457,46930998,0.122177
ACH-000457,5330286,0.965113
ACH-000457,51001932,0.645548
ACH-000457,57345410,6.17531
ACH-000457,11977753,-2.855808
ACH-000457,17755052,-0.894097
ACH-000457,25262965,-1.47031
ACH-000457,9826528,0.804944
ACH-000457,24866313,2.843914
ACH-000457,10127622,2.016051
ACH-000457,9927531,5.237889
ACH-000457,2155128,2.256132
ACH-000457,3899,4.988322
ACH-000457,2314623,5.958853
ACH-000457,11404337,0.491455
ACH-000457,9938202,3.40486
ACH-000457,25227847,2.633879
ACH-000457,46883536,3.73452
ACH-000457,3385,2.579615
ACH-000457,68947304,2.123482
ACH-000457,11634725,2.025614
ACH-000457,16224745,1.681636
ACH-000457,3062316,-3.895545
ACH-000457,36314,-0.833458
ACH-000457,4261,3.603579
ACH-000457,11626560,2.394166
ACH-000457,118704762,3.503423
ACH-000457,216239,3.547611
ACH-000457,11364421,0.465714
ACH-000457,46926973,3.488359
ACH-000457,60838,2.004405
ACH-000457,5310940,2.079444
ACH-000457,117072552,4.781171
ACH-000457,51000408,2.785999
ACH-000457,25124816,5.022085
ACH-000457,59472121,3.252814
ACH-000457,72200024,1.825874
ACH-000457,42623951,5.007524
ACH-000457,49847690,4.056171
ACH-000457,53469448,2.05972
ACH-000457,78243717,5.562919
ACH-000457,24753719,5.20829
ACH-000457,57519544,5.316924
ACH-000457,46943432,1.342898
ACH-000457,9936746,1.003473
ACH-000457,71268957,3.523314
ACH-000457,60167849,4.021816
ACH-000457,59473233,1.379066
ACH-000457,44462758,1.623604
ACH-000457,44631912,2.875646
ACH-000457,71299339,5.27532
ACH-000457,1018,5.198539
ACH-000457,52918385,2.073362
ACH-000457,11609586,2.866056
ACH-000457,42642645,0.583503
ACH-000457,46907787,-0.155347
ACH-000457,11455910,-0.389035
ACH-000457,71271629,3.763173
ACH-000457,56962337,2.753046
ACH-000457,176870,0.080972
ACH-000457,9931953,4.037623
ACH-000457,24958200,4.872199
ACH-000457,24856436,-0.354862
ACH-000457,46926350,-2.701316
ACH-000457,60750,-3.776774
ACH-000457,387447,-4.90545
ACH-000457,2733526,2.477296
ACH-000457,104741,2.522896
ACH-000457,56962336,5.318112
ACH-000457,44632017,3.027838
ACH-000457,6914657,-2.11344
ACH-000457,9813758,3.005657
ACH-000457,25099184,0.410985
ACH-000457,51039095,4.112136
ACH-000457,24821094,4.304759
ACH-000457,70983932,5.786127
ACH-000457,46236925,0.275799
ACH-000457,11655119,5.873861
ACH-000457,35397514,4.972014
ACH-000457,2802462,4.668016
ACH-000457,73555129,5.587744
ACH-000457,462382,-1.297894
ACH-000457,11707110,-0.896666
